"CVEGEO","POB_0a2","POB_3a5","POB_6a11","POB_12a14","POB_15a19","POB_20a59","POB_60ymas","POBM_0a2","POBM_3a5","POBM_6a11","POBM_12a14","POBM_15a19","POBM_20a59","POBM_60ymas","POBF_0a2","POBF_3a5","POBF_6a11","POBF_12a14","POBF_15a19","POBF_20a59","POBF_60ymas"
"130280224",15,16,41,32,25,104,8,7,7,17,19,12,49,4,8,9,24,13,13,55,4
"130280225",14,12,27,16,12,103,10,8,6,11,11,5,49,5,6,6,16,5,7,54,5
"130280226",92,81,158,94,157,558,108,44,38,81,48,81,281,59,48,43,77,46,76,277,49
"130280228",106,106,228,121,320,1324,210,51,52,119,67,137,575,95,55,54,109,54,183,749,115
"130280229",14,9,16,7,12,65,17,4,5,9,3,6,34,11,10,4,7,4,6,31,6
"130280230",3,2,6,5,8,21,10,1,1,3,3,5,9,5,2,1,3,2,3,12,5
"130280231",3,2,7,4,6,24,9,1,2,5,1,5,10,3,2,0,2,3,1,14,6
"130280232",0,2,8,6,9,29,11,0,2,5,5,2,18,4,0,0,3,1,7,11,7
"130280235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130280238",20,16,42,19,23,67,17,5,6,21,12,9,30,8,15,10,21,7,14,37,9
"130280239",4,5,8,5,11,30,2,2,3,7,4,5,16,1,2,2,1,1,6,14,1
"130280241",8,4,14,9,16,55,10,4,3,9,7,5,28,5,4,1,5,2,11,27,5
"130280242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130280243",0,0,2,0,0,4,1,0,0,2,0,0,2,0,0,0,0,0,0,2,1
"130280246",8,5,8,2,1,25,8,4,4,6,1,0,13,1,4,1,2,1,1,12,7
"130280247",12,8,17,1,11,55,12,9,2,11,0,6,27,6,3,6,6,1,5,28,6
"130280249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130280250",12,15,31,16,14,55,8,5,5,15,5,8,26,5,7,10,16,11,6,29,3
"130280251",11,12,43,11,15,72,11,6,7,16,6,7,34,6,5,5,27,5,8,38,5
"130280252",13,9,19,4,26,79,19,5,5,9,1,15,37,12,8,4,10,3,11,42,7
"130280253",8,20,18,5,9,65,28,3,11,12,1,6,32,13,5,9,6,4,3,33,15
"130280254",2,5,9,5,13,36,12,1,1,7,2,6,17,7,1,4,2,3,7,19,5
"130280255",32,26,55,38,58,216,55,17,14,29,16,33,108,26,15,12,26,22,25,108,29
"130280256",18,17,27,17,29,81,18,7,6,14,7,17,41,13,11,11,13,10,12,40,5
"130280257",6,10,18,6,3,43,10,5,7,4,4,2,23,4,1,3,14,2,1,20,6
"130280258",18,16,36,25,38,133,29,13,10,22,10,22,66,13,5,6,14,15,16,67,16
"130280259",4,4,13,1,3,38,11,2,1,7,0,2,18,6,2,3,6,1,1,20,5
"130280260",4,3,22,11,11,59,16,3,1,13,5,9,28,10,1,2,9,6,2,31,6
"130280262",3,6,8,1,1,17,4,2,4,3,0,0,9,1,1,2,5,1,1,8,3
"130280263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130280264",1,2,5,1,1,10,1,1,1,2,0,1,5,1,0,1,3,1,0,5,0
"130280266",21,18,26,18,22,119,25,9,9,13,10,11,63,9,12,9,13,8,11,56,16
"130280267",3,9,23,10,6,36,12,1,5,15,2,4,18,6,2,4,8,8,2,18,6
"130280268",15,12,38,18,26,116,15,9,6,15,6,13,60,6,6,6,23,12,13,56,9
"130280269",15,22,50,26,32,155,66,8,15,21,12,20,68,30,7,7,29,14,12,87,36
"130280270",16,17,37,25,32,125,29,6,9,18,14,14,65,15,10,8,19,11,18,60,14
"130280271",4,3,13,9,11,50,11,0,2,8,5,8,24,5,4,1,5,4,3,26,6
"130280272",0,3,1,1,6,20,2,0,1,0,1,3,11,1,0,2,1,0,3,9,1
"130280273",2,2,6,2,0,16,2,0,2,4,0,0,6,2,2,0,2,2,0,10,0
"130280274",1,1,3,1,1,20,1,1,0,2,1,1,10,1,0,1,1,0,0,10,0
"130280275",0,3,4,5,2,11,8,0,2,2,2,2,6,3,0,1,2,3,0,5,5
"130280276",8,4,13,2,6,22,10,3,2,1,1,4,10,5,5,2,12,1,2,12,5
"130290001",396,456,947,446,819,5431,1346,193,240,478,216,390,2522,584,203,216,469,230,429,2909,762
"130290001010A",134,143,267,149,252,1656,362,67,74,136,72,122,775,164,67,69,131,77,130,881,198
"1302900010114",176,233,478,216,384,2458,486,81,124,226,109,179,1111,223,95,109,252,107,205,1347,263
"1302900010256",40,35,87,36,86,647,243,26,23,51,20,40,331,98,14,12,36,16,46,316,145
"1302900010260",46,45,115,45,97,670,255,19,19,65,15,49,305,99,27,26,50,30,48,365,156
"130290002",22,29,47,29,42,277,75,11,15,32,10,22,125,37,11,14,15,19,20,152,38
"130290003",10,12,24,22,26,132,51,6,4,7,14,16,56,24,4,8,17,8,10,76,27
"130290004",85,102,222,111,188,1001,157,41,54,107,51,95,482,71,44,48,115,60,93,519,86
"130290005",22,17,46,26,42,240,51,12,7,22,14,23,110,29,10,10,24,12,19,130,22
"130290006",41,63,96,45,61,482,97,22,28,51,16,27,222,51,19,35,45,29,34,260,46
"130290007",39,46,82,50,64,425,129,19,23,43,32,28,185,60,20,23,39,18,36,240,69
"130290008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290009",28,39,66,29,56,301,61,16,10,34,16,32,142,27,12,29,32,13,24,159,34
"130290010",52,61,111,62,85,479,82,29,22,55,30,47,223,37,23,39,56,32,38,256,45
"130290011",41,61,116,50,85,484,169,29,35,67,23,46,220,86,12,26,49,27,39,264,83
"130290012",32,47,83,46,79,456,123,21,27,49,19,46,205,67,11,20,34,27,33,251,56
"130290013",5,12,13,17,29,123,32,3,5,4,10,15,54,17,2,7,9,7,14,69,15
"130290014",26,26,58,22,30,212,69,16,10,37,10,13,95,38,10,16,21,12,17,117,31
"130290015",34,60,98,52,99,589,230,18,33,48,33,42,280,125,16,27,50,19,57,309,105
"130290016",89,136,260,123,170,1153,339,43,59,127,62,87,516,184,46,77,133,61,83,637,155
"130290017",87,140,252,137,194,1157,249,35,68,133,68,100,539,127,52,72,119,69,94,618,122
"130290018",64,63,111,50,77,559,133,32,38,56,27,37,258,61,32,25,55,23,40,301,72
"130290019",31,54,108,47,89,377,102,16,24,52,23,49,170,51,15,30,56,24,40,207,51
"130290020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290021",42,49,108,61,84,487,147,18,24,60,34,38,222,79,24,25,48,27,46,265,68
"130290022",100,150,251,140,225,1219,315,48,76,129,62,126,568,150,52,74,122,78,99,651,165
"130290023",23,26,67,19,44,319,89,10,13,31,10,23,146,44,13,13,36,9,21,173,45
"130290024",154,164,360,191,282,1769,623,80,90,159,106,156,799,288,74,74,201,85,126,970,335
"1302900240129",49,59,123,75,118,669,238,21,33,42,39,67,303,111,28,26,81,36,51,366,127
"1302900240167",24,27,54,29,33,279,71,13,17,26,17,19,133,31,11,10,28,12,14,146,40
"1302900240190",18,20,40,22,31,175,52,9,10,23,15,16,86,23,9,10,17,7,15,89,29
"1302900240237",31,35,73,28,53,358,154,17,18,31,16,28,160,70,14,17,42,12,25,198,84
"1302900240241",32,23,70,37,47,288,108,20,12,37,19,26,117,53,12,11,33,18,21,171,55
"130290025",17,28,64,23,56,340,97,15,12,32,9,23,159,48,2,16,32,14,33,181,49
"130290026",28,33,44,29,51,251,71,17,15,21,18,22,120,33,11,18,23,11,29,131,38
"130290027",12,12,24,5,15,124,38,5,3,10,2,6,52,20,7,9,14,3,9,72,18
"130290028",7,4,13,9,22,80,29,4,4,6,3,9,35,16,3,0,7,6,13,45,13
"130290029",146,197,344,167,322,1755,548,76,98,173,88,163,798,294,70,99,171,79,159,957,254
"1302900290148",23,36,41,20,34,234,71,11,19,19,11,15,106,34,12,17,22,9,19,128,37
"1302900290152",20,34,50,24,57,298,107,9,13,21,10,30,134,57,11,21,29,14,27,164,50
"1302900290171",5,9,12,10,19,72,33,0,4,7,3,9,34,18,3,5,5,7,10,38,15
"1302900290218",26,29,66,37,75,394,104,18,17,35,16,39,184,57,8,12,31,21,36,210,47
"1302900290222",41,67,103,44,72,459,162,22,35,55,31,37,206,88,19,32,48,13,35,253,74
"1302900290275",0,0,5,0,0,19,4,0,0,0,0,0,12,0,0,0,3,0,0,11,0
"1302900290294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1302900290307",21,19,54,18,48,207,56,11,8,26,8,25,91,31,10,11,28,10,23,116,25
"1302900290311",7,3,13,12,14,69,10,3,0,8,7,8,31,6,4,0,5,5,6,38,4
"130290030",31,56,73,41,59,375,109,13,29,41,17,35,175,55,18,27,32,24,24,200,54
"130290031",9,20,29,12,21,167,51,7,12,15,5,14,81,25,2,8,14,7,7,86,26
"130290032",34,34,65,41,48,260,48,19,16,34,24,32,119,22,15,18,31,17,16,141,26
"130290033",11,11,34,8,23,101,28,5,5,18,5,12,46,14,6,6,16,3,11,55,14
"130290034",28,27,57,29,49,300,94,13,20,34,15,27,144,40,15,7,23,14,22,156,54
"130290035",72,108,208,76,121,852,201,34,46,107,45,61,382,103,38,62,101,31,60,470,98
"130290036",12,15,36,19,27,146,28,10,11,14,10,15,74,12,2,4,22,9,12,72,16
"130290037",49,65,153,82,101,574,72,26,38,72,45,58,267,36,23,27,81,37,43,307,36
"130290038",0,0,0,0,2,4,6,0,0,0,0,2,3,3,0,0,0,0,0,1,3
"130290039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290042",0,4,4,3,5,21,8,0,2,1,2,3,12,5,0,2,3,1,2,9,3
"130290043",16,10,24,12,22,123,39,8,3,14,6,12,56,20,8,7,10,6,10,67,19
"130290044",1,1,4,2,3,18,3,1,1,2,1,2,10,2,0,0,2,1,1,8,1
"130290046",8,16,22,14,26,119,33,2,7,13,6,14,52,19,6,9,9,8,12,67,14
"130290047",7,7,25,7,10,75,23,2,4,14,4,5,35,11,5,3,11,3,5,40,12
"130290048",4,3,7,4,4,49,11,2,2,2,1,2,24,6,2,1,5,3,2,25,5
"130290049",8,6,12,6,18,69,19,5,3,7,5,10,35,11,3,3,5,1,8,34,8
"130290051",2,0,1,1,2,13,8,1,0,1,1,2,8,3,1,0,0,0,0,5,5
"130290053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290055",1,3,1,1,4,22,9,0,1,1,0,3,11,2,1,2,0,1,1,11,7
"130290060",2,1,8,5,7,35,12,0,1,3,0,3,18,7,2,0,5,5,4,17,5
"130290062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290067",0,0,1,1,0,3,6,0,0,1,1,0,2,3,0,0,0,0,0,1,3
"130290070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290073",5,4,6,2,5,37,12,4,1,3,0,3,17,6,1,3,3,2,2,20,6
"130290079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290082",31,25,58,26,39,270,74,17,13,30,13,25,127,36,14,12,28,13,14,143,38
"130290083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290084",13,25,28,9,28,181,57,5,13,10,5,15,76,24,8,12,18,4,13,105,33
"130290088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290089",0,0,5,2,6,21,9,0,0,2,2,3,10,6,0,0,3,0,3,11,3
"130290090",20,13,35,19,33,192,32,10,8,27,11,19,91,16,10,5,8,8,14,101,16
"130290093",5,3,26,3,10,57,20,2,0,15,1,3,27,9,3,3,11,2,7,30,11
"130290096",4,6,19,9,29,102,29,1,1,9,4,14,48,16,3,5,10,5,15,54,13
"130290102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290103",3,0,6,2,2,16,8,3,0,4,2,1,7,7,0,0,2,0,1,9,1
"130290105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290110",1,3,2,0,1,13,5,0,2,2,0,0,5,2,1,1,0,0,1,8,3
"130290113",1,1,5,1,3,37,23,0,1,0,0,0,15,15,1,0,5,1,3,22,8
"130290116",0,0,6,0,1,19,7,0,0,1,0,1,11,3,0,0,5,0,0,8,4
"130290117",7,14,8,6,8,56,12,3,4,4,5,5,26,5,4,10,4,1,3,30,7
"130290119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290120",3,3,10,3,5,35,14,1,3,4,2,1,11,8,2,0,6,1,4,24,6
"130290122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290123",0,2,3,0,1,11,6,0,2,2,0,0,6,2,0,0,1,0,1,5,4
"130290125",1,2,2,0,2,6,1,1,1,1,0,1,3,1,0,1,1,0,1,3,0
"130290126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290127",1,3,8,1,1,15,4,0,1,4,0,1,7,2,1,2,4,1,0,8,2
"130290129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130290130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130300001",1629,1797,3886,1988,3004,20564,4732,793,926,1948,1007,1553,9256,2028,836,871,1938,981,1451,11308,2704
"1303000010083",89,105,239,128,191,1215,280,52,56,123,66,111,554,116,37,49,116,62,80,661,164
"1303000010115",43,52,75,43,59,478,107,22,21,32,27,26,222,51,21,31,43,16,33,256,56
"1303000010134",78,81,183,86,143,961,233,34,49,92,43,74,423,99,44,32,91,43,69,538,134
"1303000010172",36,47,83,40,75,469,89,18,24,47,19,40,227,41,18,23,36,21,35,242,48
"1303000010187",78,64,151,61,102,696,128,36,31,71,35,52,315,54,42,33,80,26,50,381,74
"1303000010204",58,71,135,71,120,981,302,25,31,66,37,66,511,119,33,40,69,34,54,470,183
"1303000010219",101,118,217,117,159,1363,287,55,70,92,62,82,596,132,46,48,125,55,77,767,155
"1303000010223",149,138,340,170,256,1827,571,67,59,162,86,138,807,227,82,79,178,84,118,1020,344
"1303000010238",110,120,327,165,219,1591,398,62,50,162,82,122,713,172,48,70,165,83,97,878,226
"1303000010242",156,174,328,198,277,1964,424,80,86,189,88,139,887,186,76,88,139,110,138,1077,238
"1303000010280",32,34,56,35,48,306,67,10,22,28,14,23,141,29,22,12,28,21,25,165,38
"1303000010295",27,27,41,20,40,219,44,9,16,17,10,15,87,20,18,11,24,10,25,132,24
"1303000010327",155,191,410,223,355,2095,432,80,102,217,113,181,936,194,75,89,193,110,174,1159,238
"1303000010331",82,86,205,113,156,908,153,46,35,98,59,82,402,65,36,51,107,54,74,506,88
"1303000010346",103,130,249,106,180,1228,291,46,70,121,50,86,536,121,57,60,128,56,94,692,170
"1303000010350",78,99,221,96,141,1140,209,42,64,106,49,64,506,85,36,35,115,47,77,634,124
"1303000010365",42,39,106,47,85,618,179,16,20,59,24,50,269,78,26,19,47,23,35,349,101
"130300001037A",66,69,165,96,132,860,236,34,43,81,50,65,381,100,32,26,84,46,67,479,136
"1303000010384",65,71,177,84,111,737,120,25,36,84,46,60,322,61,40,35,93,38,51,415,59
"1303000010399",81,81,178,89,155,908,182,34,41,101,47,77,421,78,47,40,77,42,78,487,104
"130300002",37,43,78,34,52,363,160,16,19,31,11,25,156,76,21,24,47,23,27,207,84
"130300003",40,36,103,53,84,412,82,22,19,57,28,34,183,37,18,17,46,25,50,229,45
"130300004",52,38,104,56,90,455,100,31,18,54,35,50,227,48,21,20,50,21,40,228,52
"130300005",17,14,40,19,25,127,47,6,6,18,10,11,47,20,11,8,22,9,14,80,27
"130300006",11,14,39,12,21,130,39,3,7,20,8,9,62,20,8,7,19,4,12,68,19
"130300007",2,4,3,0,2,16,2,1,3,1,0,2,9,1,1,1,2,0,0,7,1
"130300008",27,28,66,39,66,330,31,15,14,30,19,36,168,14,12,14,36,20,30,162,17
"130300009",35,41,85,50,85,525,124,17,20,44,24,49,253,55,18,21,41,26,36,272,69
"130300010",11,8,18,6,10,61,19,7,4,8,5,6,31,10,4,4,10,1,4,30,9
"130300011",27,31,87,33,34,220,42,11,12,40,15,20,87,20,16,19,47,18,14,133,22
"130300012",22,34,67,42,40,212,55,12,18,35,19,24,89,27,10,16,32,23,16,123,28
"130300013",6,6,10,7,8,71,33,3,3,3,4,2,37,17,3,3,7,3,6,34,16
"130300014",29,35,85,34,44,261,53,14,16,41,21,28,119,21,15,19,44,13,16,142,32
"130300015",28,39,61,37,49,343,82,10,22,36,11,20,165,36,18,17,25,26,29,178,46
"130300016",114,99,298,139,217,1251,203,55,57,161,57,119,565,87,59,42,137,82,98,686,116
"130300017",20,41,78,34,49,310,76,7,19,37,20,19,143,38,13,22,41,14,30,167,38
"130300018",40,39,92,35,51,383,102,11,18,46,13,21,179,40,29,21,46,22,30,204,62
"130300019",31,38,90,45,58,404,76,17,23,38,23,31,191,34,14,15,52,22,27,213,42
"130300021",12,16,26,19,17,145,37,6,8,14,11,12,70,16,6,8,12,8,5,75,21
"130300022",7,8,14,5,11,67,23,3,5,5,1,7,30,11,4,3,9,4,4,37,12
"130300023",60,62,97,52,63,484,75,32,29,57,20,39,216,35,28,33,40,32,24,268,40
"130300024",12,17,21,11,17,89,17,8,8,11,5,9,48,9,4,9,10,6,8,41,8
"130300025",22,25,46,28,42,217,37,12,12,23,12,20,93,18,10,13,23,16,22,124,19
"130300026",43,54,123,70,110,598,102,21,30,59,35,58,274,46,22,24,64,35,52,324,56
"130300027",14,33,90,42,46,238,47,6,18,50,19,28,109,26,8,15,40,23,18,129,21
"130300028",111,106,279,115,187,1256,260,73,53,134,58,88,614,122,38,53,145,57,99,642,138
"130300029",70,77,128,67,96,548,96,36,42,50,24,61,249,46,34,35,78,43,35,299,50
"130300031",34,28,62,33,40,287,80,19,15,31,16,21,124,37,15,13,31,17,19,163,43
"130300032",75,112,223,112,162,922,157,31,54,110,49,78,420,71,44,58,113,63,84,502,86
"130300033",14,19,38,22,24,215,53,7,7,23,6,8,101,32,7,12,15,16,16,114,21
"130300034",46,49,99,79,110,636,211,20,25,44,45,55,295,93,26,24,55,34,55,341,118
"130300035",198,218,443,262,327,1945,349,102,115,215,126,162,901,149,96,103,228,136,165,1044,200
"1303000350435",57,56,109,61,107,523,123,33,33,55,29,51,252,50,24,23,54,32,56,271,73
"130300035044A",53,65,140,90,98,570,109,30,39,68,44,46,250,49,23,26,72,46,52,320,60
"1303000350454",84,86,175,105,118,794,117,38,40,84,51,62,372,50,46,46,91,54,56,422,67
"1303000350469",4,11,19,6,4,58,0,0,3,8,0,3,27,0,3,8,11,4,0,32,0
"130300036",11,7,21,14,12,102,56,4,2,10,8,7,43,24,7,5,11,6,5,59,32
"130300038",93,94,168,87,122,849,147,41,48,85,41,57,410,74,52,46,83,46,65,439,73
"130300039",19,28,62,22,51,259,69,10,14,32,11,26,111,34,9,14,30,11,25,148,35
"130300041",33,32,87,37,84,418,107,15,14,42,14,40,188,42,18,18,45,23,44,230,65
"130300042",26,22,73,37,48,313,63,10,14,31,22,25,133,30,16,8,42,15,23,180,33
"130300043",44,45,84,43,60,444,125,20,19,48,27,37,211,57,24,26,36,16,23,233,68
"130300046",40,35,80,53,66,368,78,21,16,40,25,36,167,30,19,19,40,28,30,201,48
"130300047",82,81,178,74,164,918,142,41,38,91,39,85,425,67,41,43,87,35,79,493,75
"130300048",154,170,389,194,294,1855,326,71,79,200,93,138,832,148,83,91,189,101,156,1023,178
"1303000480401",48,60,138,60,102,641,91,24,28,62,25,50,280,39,24,32,76,35,52,361,52
"1303000480416",52,59,119,75,106,620,97,25,24,65,38,43,281,39,27,35,54,37,63,339,58
"1303000480420",54,51,132,59,86,594,138,22,27,73,30,45,271,70,32,24,59,29,41,323,68
"130300049",8,8,16,12,13,84,12,4,3,8,5,7,38,5,4,5,8,7,6,46,7
"130300050",37,35,84,45,65,413,130,20,14,43,24,31,199,60,17,21,41,21,34,214,70
"130300051",11,14,26,13,17,95,30,8,10,15,7,7,43,15,3,4,11,6,10,52,15
"130300052",7,7,12,3,5,29,3,3,4,3,2,1,13,2,4,3,9,1,4,16,1
"130300053",55,56,97,40,76,445,120,32,28,43,23,37,209,55,23,28,54,17,39,236,65
"130300055",41,31,78,40,62,348,60,18,11,38,26,34,168,29,23,20,40,14,28,180,31
"130300056",10,5,17,9,25,79,18,5,3,10,5,10,36,10,5,2,7,4,15,43,8
"130300057",15,10,15,3,7,73,10,7,8,4,3,4,39,7,8,2,11,0,3,34,3
"130300058",1,6,10,7,8,50,15,0,3,5,3,5,25,6,1,3,5,4,3,25,9
"130300059",4,2,1,0,0,15,5,2,1,0,0,0,8,3,2,1,1,0,0,7,2
"130300061",15,20,40,23,22,146,35,9,11,17,10,12,71,11,6,9,23,13,10,75,24
"130300062",36,31,68,33,43,268,67,17,12,33,17,18,125,31,19,19,35,16,25,143,36
"130300063",20,25,43,20,36,184,40,10,10,23,8,21,87,16,10,15,20,12,15,97,24
"130300064",9,3,22,8,8,60,10,5,1,8,3,3,30,5,4,2,14,5,5,30,5
"130300065",2,0,7,4,11,38,18,0,0,4,4,6,15,8,2,0,3,0,5,23,10
"130300066",69,93,163,93,133,764,148,36,45,79,42,66,343,75,33,48,84,51,67,421,73
"130300067",93,100,180,104,134,799,121,50,50,83,54,66,365,54,43,50,97,50,68,434,67
"130300069",32,32,60,26,42,270,47,18,17,20,10,19,122,24,14,15,40,16,23,148,23
"130300075",39,37,66,35,54,336,45,22,17,33,19,28,151,19,17,20,33,16,26,185,26
"130300096",35,40,67,32,44,319,43,18,15,29,20,23,147,17,17,25,38,12,21,172,26
"130300097",66,68,150,64,96,652,120,30,34,79,35,49,294,49,36,34,71,29,47,358,71
"130300099",48,39,91,53,85,445,89,23,17,42,27,39,210,44,25,22,49,26,46,235,45
"130300100",19,31,47,27,41,197,43,13,17,22,10,24,83,19,6,14,25,17,17,114,24
"130300101",25,31,66,35,38,295,77,12,19,37,19,16,136,30,13,12,29,16,22,159,47
"130300102",23,20,51,26,34,207,39,10,7,28,17,16,100,19,13,13,23,9,18,107,20
"130300103",84,88,176,61,138,748,132,37,44,88,27,71,343,68,47,44,88,34,67,405,64
"130300104",36,19,49,35,40,186,43,16,9,17,17,15,84,18,20,10,32,18,25,102,25
"130300105",10,7,23,11,14,80,22,7,1,8,4,6,34,8,3,6,15,7,8,46,14
"130300107",7,3,13,2,4,40,15,3,1,9,0,2,22,8,4,2,4,2,2,18,7
"130300108",15,13,27,9,22,107,17,6,4,13,3,10,43,13,9,9,14,6,12,64,4
"130300109",1,2,2,2,0,9,7,0,2,0,1,0,5,4,1,0,2,1,0,4,3
"130300110",9,10,18,13,26,109,22,5,5,8,7,10,55,11,4,5,10,6,16,54,11
"130300111",2,0,2,4,1,14,6,1,0,1,1,1,6,2,1,0,1,3,0,8,4
"130300112",6,9,28,14,16,101,17,2,5,17,10,4,48,7,4,4,11,4,12,53,10
"130300113",30,23,55,35,34,235,30,11,11,28,15,20,90,15,19,12,27,20,14,145,15
"130300114",4,2,13,5,8,45,5,0,1,10,5,5,18,0,4,1,3,0,3,27,5
"130300115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130300116",2,5,17,10,25,50,11,1,5,11,8,12,26,5,1,0,6,2,13,24,6
"130300117",15,10,22,10,10,67,15,9,4,10,4,3,30,8,6,6,12,6,7,37,7
"130300118",13,11,39,21,21,137,31,8,4,24,14,11,67,15,5,7,15,7,10,70,16
"130300119",14,17,24,14,25,154,33,4,11,14,9,12,68,18,10,6,10,5,13,86,15
"130300120",5,3,10,6,9,52,10,3,1,4,3,7,28,2,2,2,6,3,2,24,8
"130300121",25,21,48,28,48,255,57,10,14,24,16,24,121,25,15,7,24,12,24,134,32
"130300122",11,24,39,10,27,193,49,6,10,15,5,12,98,20,5,14,24,5,15,95,29
"130300123",12,15,32,10,34,141,25,7,7,17,7,18,68,7,5,8,15,3,16,73,18
"130300124",4,3,9,2,7,38,11,3,2,4,0,6,23,6,1,1,5,2,1,15,5
"130300125",48,36,72,40,54,333,30,27,17,34,22,31,149,11,21,19,38,18,23,184,19
"130300126",2,1,9,3,3,20,4,1,0,5,0,2,10,2,1,1,4,3,1,10,2
"130300127",3,2,4,5,3,30,6,1,2,1,2,1,14,4,2,0,3,3,2,16,2
"130300129",8,6,21,7,7,75,14,5,4,11,3,4,34,8,3,2,10,4,3,41,6
"130300130",1,1,0,1,1,7,3,1,0,0,1,0,3,1,0,1,0,0,1,4,2
"130300131",3,2,8,6,5,38,8,2,2,3,1,2,20,3,1,0,5,5,3,18,5
"130300132",22,18,43,19,31,191,42,16,13,28,11,12,100,21,6,5,15,8,19,91,21
"130300133",6,7,13,6,11,60,17,2,2,8,3,3,26,10,4,5,5,3,8,34,7
"130300134",71,66,137,56,94,644,101,34,36,63,29,47,290,53,37,30,74,27,47,354,48
"130300135",26,28,68,24,45,300,44,16,11,40,9,24,134,23,10,17,28,15,21,166,21
"130300136",11,9,17,11,13,92,14,4,4,8,5,3,43,7,7,5,9,6,10,49,7
"130300137",2,3,9,10,14,77,12,2,2,6,3,9,37,6,0,1,3,7,5,40,6
"130300138",2,1,1,0,2,6,1,0,0,1,0,1,3,0,2,1,0,0,1,3,1
"130300139",12,10,9,5,14,59,10,4,4,6,1,9,24,6,8,6,3,4,5,35,4
"130300140",1,1,2,0,1,14,3,0,1,0,0,1,8,1,1,0,2,0,0,6,2
"130300141",1,3,3,0,0,15,6,0,2,3,0,0,7,4,1,1,0,0,0,8,2
"130300142",24,22,68,39,54,287,64,11,8,29,23,31,126,25,13,14,39,16,23,161,39
"130300143",5,14,21,12,18,101,15,2,9,12,5,9,48,6,3,5,9,7,9,53,9
"130300144",37,33,57,37,57,257,37,18,21,25,20,25,125,20,19,12,32,17,32,132,17
"130300145",16,8,32,13,14,91,11,5,5,19,5,9,43,7,11,3,13,8,5,48,4
"130300146",12,12,26,5,19,117,20,6,6,14,0,10,53,10,6,6,12,5,9,64,10
"130300147",3,9,2,3,5,31,5,1,7,2,1,2,14,3,2,2,0,2,3,17,2
"130300148",8,5,10,6,13,46,6,3,4,6,1,8,24,2,5,1,4,5,5,22,4
"130300149",8,8,13,6,11,57,16,3,3,1,3,7,28,6,5,5,12,3,4,29,10
"130300150",13,17,20,11,18,95,23,8,12,11,8,5,40,9,5,5,9,3,13,55,14
"130300151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130300152",20,16,36,18,24,169,37,11,8,24,11,8,71,20,9,8,12,7,16,98,17
"130300153",13,16,32,18,31,141,23,8,5,7,9,17,63,12,5,11,25,9,14,78,11
"130300154",13,15,30,19,40,199,28,6,6,10,12,20,85,13,7,9,20,7,20,114,15
"130300155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130300156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
